IR_ID,ID,Citation,Title,Journal,Issue,Year
2380,140,"Lozano-Fuentes, S., M.H. Hayden, C. Welsh-Rodriguez, C. Ochoa-Martinez, B. Tapia-Santos, K.C. Kobylinski, C.K. Uejio, E. Zielinski-Gutierrez, L. Delle Monache, A.J. Monaghan, D.F. Steinhoff, and L. Eisen.. ""The dengue virus mosquito vector Aedes aegypti at high elevation in México,"" American Journal of Tropical Medicine and Hygiene, v.87, 2013, p. 902-909.",The dengue virus mosquito vector Aedes aegypti at high elevation in MÃ©xico,American Journal of Tropical Medicine and Hygiene,87,2013
2381,140,"Lozano-Fuentes, S., C. Welsh-Rodriguez, M.H. Hayden, B. Tapia-Santos, C. Ochoa-Martinez, K.C. Kobylinski, C.K. Uejio, E. Zielinski-Gutierrez, L. Delle Monache, A.J. Monaghan, D.F. Steinhoff, and L. Eisen. ""Aedes (Ochlerotatus) epactius along an elevation and climate gradient in Veracruz and Puebla States, México,"" Journal of Medical Entomology, v.49, 2012, p. 1244-1253.","Aedes (Ochlerotatus) epactius along an elevation and climate gradient in Veracruz and Puebla States, MÃ©xico",Journal of Medical Entomology,49,2012
2382,140,"Lozano-Fuentes, S., C. Welsh-Rodriguez, A.J. Monaghan, D.F. Steinhoff, C. Ochoa-Martinez, B. Tapia-Santos, M.H. Hayden, and L. Eisen. ""Intra-annual changes in abundance of Aedes (Stegomyia) aegypti and Aedes (Ochlerotatus) epactius (Diptera: Culicidae) in high-elevation communities in México.,"" Journal of Medical Entomology, v.51, 2014, p. 742.",Intra-annual changes in abundance of Aedes (Stegomyia) aegypti and Aedes (Ochlerotatus) epactius (Diptera: Culicidae) in high-elevation communities in MÃ©xico.,Journal of Medical Entomology,51,2014
2383,140,"Eisen, L., and C.G. Moore. ""The yellow fever mosquito, Aedes (Stegomyia) aegypti, in the continental United States: A vector at the cool margin of its geographic range,"" Journal of Medical Entomology, v.50, 2013, p. 467-478.","The yellow fever mosquito, Aedes (Stegomyia) aegypti, in the continental United States: A vector at the cool margin of its geographic range",Journal of Medical Entomology,50,2013
2384,140,"Moreno-Madriñán, M.J., W.L. Crosson, L. Eisen, S.M. Estes, M.G. Estes, M. Hayden, S.N. Hemmings, D.E. Irwin, S. Lozano-Fuentes, A.J. Monaghan, D. Quattrochi, C.M. Welsh-Rodriguez, and E. Zielinski-Gutierrez. ""Correlating remote sensing data with abundance of pupae of the dengue virus mosquito vector, Aedes aegypti, in central Mexico.,"" International Journal of Geo-Information, v.3, 2014, p. 732.","Correlating remote sensing data with abundance of pupae of the dengue virus mosquito vector, Aedes aegypti, in central Mexico.",International Journal of Geo-Information,3,2014
2385,140,"Eisen, L., A.J. Monaghan, S. Lozano-Fuentes, D.F. Steinhoff, M.H. Hayden, and P.E. Bieringer. ""The impact of temperature on the bionomics of the vector mosquito Aedes (Stegomyia) aegypti, with special reference to the cool geographic range margins.,"" Journal of Medical Entomology, v.51, 2014, p. 496.","The impact of temperature on the bionomics of the vector mosquito Aedes (Stegomyia) aegypti, with special reference to the cool geographic range margins.",Journal of Medical Entomology,51,2014
2386,141,"Chin-Hwa Jenny Sun , Fu-Sung Chiang , Patrice Guillotreau , Dale Squires , D.G. Webster , Matt Owens. ""Fewer Fish for Higher Profits? Price Response and Economic Incentives in Global Tuna Fisheries Management,"" Environmental and Resource Economics, 2015.",Fewer Fish for Higher Profits? Price Response and Economic Incentives in Global Tuna Fisheries Management,Environmental and Resource Economics,,2015
2387,141,"Guillotreau, Patrice Squires, Dale Sun, Jenny Compean, Guillermo A.. ""Local, regional and global markets: what drives the tuna fisheries?,"" Reviews in Fish Biology and Fisheries, 2016. doi:10.1007/s11160-016-9456-8","Local, regional and global markets: what drives the tuna fisheries?",Reviews in Fish Biology and Fisheries,,2016
2388,141,"Jenny Sun, Michael G. Hinton, and D. G. Webster. ""Modeling the Spatial Dynamics of International Tuna Fleets,"" PLoS ONE, v.11, 2016, p. e0159626. doi:10.1371/journal.pone.0159626",Modeling the Spatial Dynamics of International Tuna Fleets,PLoS ONE,11,2016
2389,143,"Andrew Reich, Rebecca Lazensky, Jeremy Faris, Lora E Fleming, Barbara Kirkpatrick, Sharon Watkins, Steve Ullmann, Kate Kohler, and Porter Hoagland. ""Assessing the Impact of Shellfish Harvesting Area Closures on Neurotoxic Shellfish Poisoning (NSP) Incidence during Florida Red Tide (Karenia brevis) Blooms,"" Harmful Algae, 2014.",Assessing the Impact of Shellfish Harvesting Area Closures on Neurotoxic Shellfish Poisoning (NSP) Incidence during Florida Red Tide (Karenia brevis) Blooms,Harmful Algae,,2014
2390,144,"Stephen A. Macko, John Faulkner, Carla Hunt, Rebecca Schmitz and Thomas A. Szuba. ""Teleducation : Opportunities for Expanding Educational Access in the Developing World through Real-Time Interactive Virtual Classes,"" Geophysical Research Abstracts, v.8, 2006, p. 05273.",Teleducation : Opportunities for Expanding Educational Access in the Developing World through Real-Time Interactive Virtual Classes,Geophysical Research Abstracts,8,2006
2391,144,"William G. Thomas III, Brookes Miles Barnes, and Thomas Szuba. ""Countryside Transformed: The Eastern Shore of Virginia, the Pennsylvania Railroad, and the Creation of a Modern Landscape,"" Southern Spaces, 2007.","Countryside Transformed: The Eastern Shore of Virginia, the Pennsylvania Railroad, and the Creation of a Modern Landscape",Southern Spaces,,2007
2392,144,"Amar Nayegandhi, John C. Brock, C. Wayne Wright and Michael O'Connell. ""Evaluating A Small Footprint, Waveform-resolving Lidar Over Coastal Vegetation Communities,"" Photogrammetric Engineering and Remote Sensing, v.72, 2006, p. 1407.","Evaluating A Small Footprint, Waveform-resolving Lidar Over Coastal Vegetation Communities",Photogrammetric Engineering and Remote Sensing,72,2006
2393,144,"Washington-Allen, RA and L.F. Salo. ""Meeting Review: Catastrophic Thresholds, Perspectives, Definitions, and Applications,"" Bulletin of the Ecological Society of America, v.88, 2007, p. 219.","Meeting Review: Catastrophic Thresholds, Perspectives, Definitions, and Applications",Bulletin of the Ecological Society of America,88,2007
2394,144,"Zimmermann, N. E., R. A. Washington-Allen, R. D. Ramsey, M. E. Schaepman, L. Mathys, B. Koetz, M. Kneubuehler, T. C. Edwards. ""Modern remote sensing for environmental monitoring of landscape states and trajectories, Chapter 3 (3.2) In: Kienast, Wildi, Ghosh (Eds.). A changing world: challenges for landscape research.,"" Landscape Series, Vol. 8. Springer, New York, New York, v.8, 2007.","Modern remote sensing for environmental monitoring of landscape states and trajectories, Chapter 3 (3.2) In: Kienast, Wildi, Ghosh (Eds.). A changing world: challenges for landscape research.",Landscape Series,8,2007
2395,144,"Washington-Allen, R.A., N.E. West, R. Douglas Ramsey, D.K. Phillips and H.H. Shugart.. ""Retrospective assessment of soil stability on a landscape subject to commercial grazing.,"" Environmental Monitoring and Assessment., 2009. doi:DOI 10.1007/s10661-008-0661-3",Retrospective assessment of soil stability on a landscape subject to commercial grazing.,Environmental Monitoring and Assessment.,,2009
2396,144,"Fatoyinbo, TE; Simard, M; Washington-Allen, RA; Shugart, HH. ""Landscape-scale extent, height, biomass, and carbon estimation of Mozambique's mangrove forests with Landsat ETM+ and Shuttle Radar Topography Mission elevation data,"" JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES, v.113, 2008. View record at Web of Science  doi:10.1029/2007JG00055","Landscape-scale extent, height, biomass, and carbon estimation of Mozambique's mangrove forests with Landsat ETM+ and Shuttle Radar Topography Mission elevation data",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,113,2008
2397,144,"Lutz, DA; Washington-Allen, RA; Shugart, HH. ""Remote sensing of boreal forest biophysical and inventory parameters: a review,"" CANADIAN JOURNAL OF REMOTE SENSING, v.34, 2008, p. S286. View record at Web of Science",Remote sensing of boreal forest biophysical and inventory parameters: a review,CANADIAN JOURNAL OF REMOTE SENSING,34,2008
2398,144,"Ribeiro, NS; Saatchi, SS; Shugart, HH; Washington-Allen, RA. ""Aboveground biomass and Leaf Area Index (LAI) mapping for Niassa Reserve, northern Mozambique,"" JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES, v.113, 2008. View record at Web of Science  doi:10.1029/2007JG00055","Aboveground biomass and Leaf Area Index (LAI) mapping for Niassa Reserve, northern Mozambique",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,113,2008
2399,144,"Ribeiro, NS; Shugart, HH; Washington-Allen, R. ""The effects of fire and elephants on species composition and structure of the Niassa Reserve, northern Mozambique,"" FOREST ECOLOGY AND MANAGEMENT, v.255, 2008, p. 1626. View record at Web of Science  doi:10.1016/j.foreco.2007.11.03","The effects of fire and elephants on species composition and structure of the Niassa Reserve, northern Mozambique",FOREST ECOLOGY AND MANAGEMENT,255,2008
2400,144,"Washington-Allen, RA; Ramsey, RD; West, NE; Norton, BE. ""Quantification of the Ecological Resilience of Drylands Using Digital Remote Sensing,"" ECOLOGY AND SOCIETY, v.13, 2008. View record at Web of Science",Quantification of the Ecological Resilience of Drylands Using Digital Remote Sensing,ECOLOGY AND SOCIETY,13,2008
2401,144,"Thomas III, W.G., B.M. Barnes, and T. Szuba.. ""The countryside transformed: The Eastern Shore of Virginia, the Pennsylvania Railroad, and the creation of a modern landscape.,"" Southern Spaces (http://southernspaces.org/contents/2007/thomas/1a.htm), 2007.","The countryside transformed: The Eastern Shore of Virginia, the Pennsylvania Railroad, and the creation of a modern landscape.",Southern Spaces (http://southernspaces.org/contents/2007/thomas/1a.htm),,2007
2402,144,"Washington-Allen, RA and L.F. Salo. ""Meeting review: Catastrophic thresholds, perspectives, definitions, and applications.,"" Bulletin of the Ecological Society of America., v.88, 2007, p. 219.","Meeting review: Catastrophic thresholds, perspectives, definitions, and applications.",Bulletin of the Ecological Society of America.,88,2007
2403,145,"Letson, D., Laciana, C. E., Bert, F., Weber, E. U., Katz, R. W., Gonzalez, X. I., & Podesta, G. ""Value of perfect ENSO phase predictions for agriculture: Evaluating the impact of land tenure and decision objectives.,"" Climatic Change, 97, 145-170., v.97, 2009, p. 145.",Value of perfect ENSO phase predictions for agriculture: Evaluating the impact of land tenure and decision objectives.,Climatic Change,97,2009
2404,146,"Incze, LS, H Xue, N Wolff, D Xu, C Wilson, R Steneck, R Wahle, P Lawton, N Pettigrew and Y Chen. ""Connectivity of lobster populations in the coastal Gulf of Maine. Part II Coupled biophysical dynamics,"" Fisheries Oceanography, v.19(1), 2010, p. 1.",Connectivity of lobster populations in the coastal Gulf of Maine. Part II Coupled biophysical dynamics,Fisheries Oceanography,19(1),2010
2405,146,"Holland, D.H. and G.E. Herrerra. ""Uncertainty in the Management of Fisheries: Contradictory Implications and a New Approach,"" Marine Resource Economics, v.24(3), 2009, p. 289.",Uncertainty in the Management of Fisheries: Contradictory Implications and a New Approach,Marine Resource Economics,24(3),2009
2406,146,"Churchill, J.H., J. A. Runge and C. Chen.. ""Processes controlling retention of spring-spawned Atlantic cod (Gadus morhus) in the western Gulf of Maine and their relationship to an index of recruitment success,"" Fisheries Oceanography, v.20, 2011, p. 32.",Processes controlling retention of spring-spawned Atlantic cod (Gadus morhus) in the western Gulf of Maine and their relationship to an index of recruitment success,Fisheries Oceanography,20,2011
2407,146,"Holland, D.S. and G. Herrera. ""The Benefits and Risks of Increased Spatial Resolution in Management of Fishery Metapopulations Under Uncertainty,"" Natural Resource Modeling, v.4, 2010, p. 494.",The Benefits and Risks of Increased Spatial Resolution in Management of Fishery Metapopulations Under Uncertainty,Natural Resource Modeling,4,2010
2408,146,"Jui-Han Chang. J., Y. Chen, D. Holland and J. Grabowski. ""Estimating spatial distribution of American lobster (Homarus americanus) using habitat variables,"" Marine Ecology Progress Series, v.420, 2011, p. 145.",Estimating spatial distribution of American lobster (Homarus americanus) using habitat variables,Marine Ecology Progress Series,420,2011
2409,146,"Runge, J. A., A. Kovach, J. Churchill, L. Kerr, J. R. Morrison, R. Beardsley, D. Berlinsky, C. Chen, S. Cadrin, C. Davis, K. Ford, J. H. Grabowski, W. H. Howell, R. Ji, R. Jones, A Pershing, N. Record, A. Thomas, G. Sherwood, S. Tallack and D. Townsend. ""Understanding climate impacts on recruitment and spatial dynamics of Atlantic cod in the Gulf of Maine: Integration of observations and modeling,"" Progess in Oceanography, v.87, 2010, p. 251.",Understanding climate impacts on recruitment and spatial dynamics of Atlantic cod in the Gulf of Maine: Integration of observations and modeling,Progess in Oceanography,87,2010
2410,146,"Holland, D.S. and Ryan, R.W. ""Optimal Intra-seasonal Exploitation of the Maine Lobster Fishery,"" Land Economics, v.87(4), 2011, p. 699.",Optimal Intra-seasonal Exploitation of the Maine Lobster Fishery,Land Economics,87(4),2011
2411,146,"Chang, Jui-Han; Chen, Yong; Holland, Daniel; Grabowski, Jonathan. ""Estimating spatial distribution of American lobster Homarus americanus using habitat variables,"" MARINE ECOLOGY PROGRESS SERIES, v.420, 2010, p. 145-156.",Estimating spatial distribution of American lobster Homarus americanus using habitat variables,MARINE ECOLOGY PROGRESS SERIES,420,2010
